'a'ba'ga'qi 阿巴嘎旗
'qing'yang'qu 青羊区
'qing'yang'shi 庆阳市
'qing'yang'tun'cun 青杨屯村
'qing'yang'xian 青阳县
'qing'yang'xian 庆阳县
'qing'yang'yi'zhen 青羊驿镇
'qing'yang'zhen 青阳镇
'qing'yang'zhen 青羊镇
'qing'yang'zhen 庆阳镇
'qing'yao'zhen 青腰镇
'qing'yi'hu'nong'chang 青伊湖农场
'qing'yi'hu'zhen 青伊湖镇
'qing'yi'shan'zhen 青椅山镇
'qing'yi'xi'yuan'she'qu 清逸西园社区
'qing'yi'yuan'she'qu 清逸园社区
'qing'yi'zhen 青义镇
'qing'you'he'zhen 清油河镇
'qing'you'yuan'ju'wei'hui 清友园居委会
'qing'yu'xiang 青浴乡
'qing'yuan'jie'dao 青园街道
'qing'yuan'jie'dao 清源街道
'qing'yuan'li'she'qu 清缘里社区
'qing'yuan'man'zu'zi'zhi'xian 清原满族自治县
'qing'yuan'qu 青原区
'qing'yuan'qu'he'dong'jing'ji'kai'fa'qu 青原区河东经济开发区
'qing'yuan'shi 清远市
'qing'yuan'xi'li'she'qu 清源西里社区
'qing'yuan'xian 庆元县
'qing'yuan'xian 清苑县
'qing'yuan'xiang 庆元乡
'qing'yuan'xiang 清塬乡
'qing'yuan'xiang 清源乡
'qing'yuan'zhen 青原镇
'qing'yuan'zhen 庆远镇
'qing'yuan'zhen 清苑镇
'qing'yuan'zhen 清原镇
'qing'yuan'zhen 清源镇
'qing'yue'yuan'she'qu 清乐园社区
'qing'yun'bao'zhen 庆云堡镇
'qing'yun'bei'she'qu 青云北社区
'qing'yun'dian'er'cun'san'cun 青云店二村三村
'qing'yun'dian'er'cun'yi'cun 青云店二村一村
'qing'yun'dian'liu'cun 青云店六村
'qing'yun'dian'san'cun'er'cun 青云店三村二村
'qing'yun'dian'san'cun'san'cun 青云店三村三村
'qing'yun'dian'san'cun'yi'cun 青云店三村一村
'qing'yun'dian'si'cun 青云店四村
'qing'yun'dian'wu'cun 青云店五村
'qing'yun'dian'yi'cun 青云店一村
'qing'yun'dian'zhen 青云店镇
'qing'yun'dian'zhen'kai'fa'qu 青云店镇开发区
'qing'yun'jie'dao 青云街道
'qing'yun'jie'dao 庆云街道
'qing'yun'pu'qu 青云谱区
'qing'yun'pu'zhen 青云谱镇
'qing'yun'shan'jie'dao 庆云山街道
'qing'yun'she'qu 青云社区
'qing'yun'xian 庆云县
'qing'yun'xiang 青云乡
'qing'yun'xiang 庆云乡
'qing'yun'zhen 青云镇
'qing'yun'zhen 庆云镇
'qing'zhen'jie'dao 清真街道
'qing'zhen'shi 清镇市
'qing'zhen'xiang 青珍乡
'qing'zhen'xiang'jie'dao 清真巷街道
'qing'zhi'yuan'she'qu 清芷园社区
'qing'zhou'shi 青州市
'qing'zhou'xiang 青州乡
'qing'zhou'zhen 青州镇
'qing'zhou'zhen 清州镇
'qing'zhu'hu'zhen 青竹湖镇
'qing'zu'zhen 庆祖镇
'qiong'bo'la'xiang 琼博拉乡
'qiong'guo'xiang 穷果乡
'qiong'hai'shi 琼海市
'qiong'hu'jie'dao 琼湖街道
'qiong'jie'xian 琼结县
'qiong'jie'zhen 琼结镇
'qiong'ku'er'qia'ke'xiang 琼库尔恰克乡
'qiong'ku'le'ke'jie'dao 琼库勒克街道
'qiong'ku'le'xiang 琼库勒乡
'qiong'lai'shi 邛崃市
'qiong'shan'qu 琼山区
'qiong'shan'shi 琼山市
'qiong'xi'zhen 邛溪镇
'qiong'zhong'li'zu'miao'zu'zi'zhi'xian 琼中黎族苗族自治县
'qiong'zi'xiang 琼孜乡
'qiu'ai'zhen 邱隘镇
'qiu'ba'xiang 秋扒乡
'qiu'bei'xian 丘北县
'qiu'bin'jie'dao 秋滨街道
'qiu'chang'jie'dao 球场街道
'qiu'chang'jie'dao 秋长街道
'qiu'chang'xiang 邱场乡
'qiu'cheng'zhen 邱城镇
'qiu'chuan'zhen 球川镇
'qiu'cun'zhen 裘村镇
'qiu'cun'zhen 邱村镇
'qiu'duo'jiang'xiang 邱多江乡
'qiu'ji'ma'xiang 求吉玛乡
'qiu'ji'xiang 邱集乡
'qiu'ji'xiang 求吉乡
'qiu'ji'zhen 邱集镇
'qiu'jia'dian'zhen 邱家店镇
'qiu'jia'zhen 邱家镇
'qiu'jiang'jie'dao 虬江街道
'qiu'jin'zhen 虬津镇
'qiu'kou'zhen 秋口镇
'qiu'li'gou'zhen 秋梨沟镇
'qiu'lin'pu'cun 秋林铺村
'qiu'lin'zhen 秋林镇
'qiu'lu'xiang 秋炉乡
'qiu'lu'zhen 萩芦镇
'qiu'mu'xiang 秋木乡
'qiu'pi'gou'jie'dao 邱皮沟街道
'qiu'po'cun 秋坡村
'qiu'pu'jie'dao 秋浦街道
'qiu'qu'xiang 秋渠乡
'qiu'shi'jia'yuan'she'qu 秋实家园社区
'qiu'tou'zhen 邱头镇
'qiu'wo'xiang 秋窝乡
'qiu'xi'zhen 球溪镇
'qiu'xi'zhen 秋溪镇
'qiu'xian 邱县
'qiu'xian'cun 求贤村
'qiu'ya'xiang 丘垭乡
'qiu'ya'xiang 秋垭乡
'qiu'zhi'xiang 秋智乡
'qiu'zi'gou'xiang 秋子沟乡
'qu'an'xiang 渠岸乡
'qu'ao'xiang 曲奥乡
'qu'ba'zhen 渠坝镇
'qu'bai'xiang 曲白乡
'qu'bei'xiang 渠北乡
'qu'bei'ying'cun 去碑营村
'qu'bu'xiong'xiang 曲布雄乡
'qu'chai'he'zhen 取柴河镇
'qu'chi'xiang 曲尺乡
'qu'cun'xiang 渠村乡
'qu'cun'zhen 曲村镇
'qu'dang'xiang 曲当乡
'qu'deng'xiang 曲登乡
'qu'di'zhen 曲堤镇
'qu'dong'jie'dao 渠东街道
'qu'e'zhen 曲峨镇
'qu'fu'shi 曲阜市
'qu'gou'xiang 渠沟乡
'qu'gou'zhen 曲沟镇
'qu'gou'zhen 渠沟镇
'qu'gu'xiang 曲谷乡
'qu'he'xiang 曲河乡
'qu'he'xiang 瞿河乡
'qu'hui'xiang 曲惠乡
'qu'jia'dian'xiang 曲家店乡
'qu'jia'ling'guan'li'qu 屈家岭管理区
'qu'jia'wan'zhen 瞿家湾镇
'qu'jiang'jie'dao 曲江街道
'qu'jiang'qu 衢江区
'qu'jiang'qu 曲江区
'qu'jiang'xian 曲江县
'qu'jiang'xiang 曲江乡
'qu'jiang'zhen 曲江镇
'qu'jiang'zhen 渠江镇
'qu'jie'zhen 曲界镇
'qu'jing'jing'ji'ji'shu'kai'fa'qu 曲靖经济技术开发区
'qu'jing'shi 曲靖市
'qu'jing'zhen 瞿靖镇
'qu'jiu'zhen 渠旧镇
'qu'kou'nong'chang 渠口农场
'qu'kou'xiang 渠口乡
'qu'kou'zhen 渠口镇
'qu'ku'hu'xiang 曲库乎乡
'qu'lai'xiang 曲濑乡
'qu'lan'zhen 曲兰镇
'qu'li'zhen 渠黎镇
'qu'liang'xiang 曲梁乡
'qu'lu'hai'xiang 曲鲁海乡
'qu'luo'xiang 曲洛乡
'qu'ma'he'xiang 曲麻河乡
'qu'ma'lai'xian 曲麻莱县
'qu'ma'xiang 曲玛乡
'qu'ma'zhen 渠马镇
'qu'mei'xiang 曲美乡
'qu'mo'xiang 曲陌乡
'qu'nan'xiang 渠南乡
'qu'nu'xiang 曲奴乡
'qu'shan'zhen 衢山镇
'qu'shan'zhen 曲山镇
'qu'shen'an'xiang 曲什安乡
'qu'shi'fan'nong'chang 区示范农场
'qu'shi'xiang 曲石乡
'qu'shui'xian 曲水县
'qu'shui'xiang 曲水乡
'qu'shui'zhen 曲水镇
'qu'song'xian 曲松县
'qu'song'xiang 曲松乡
'qu'song'zhen 曲松镇
'qu'tan'zhen 瞿昙镇
'qu'tang'zhen 曲塘镇
'qu'ting'zhen 曲亭镇
'qu'tou'cun 渠头村
'qu'tun'zhen 曲屯镇
'qu'wa'xiang 曲瓦乡
'qu'wo'xian 曲沃县
'qu'xi'xiang 曲溪乡
'qu'xi'zhen 曲溪镇
'qu'xi'zhen 瞿溪镇
'qu'xia'zhen 曲霞镇
'qu'xia'zhen 曲下镇
'qu'xian 渠县
'qu'xian'jie'dao 曲线街道
'qu'xing'zhen 曲兴镇
'qu'ya'gong'xiang 曲雅贡乡
'qu'yang'jie'dao 朐阳街道
'qu'yang'lu'jie'dao 曲阳路街道
'qu'yang'qiao'xiang 曲阳桥乡
'qu'yang'xian 曲阳县
'qu'yang'xiang 曲阳乡
'qu'yang'zhen 渠阳镇
'qu'yang'zhen 渠洋镇
'qu'yang'zhen 瞿阳镇
'qu'yi'xiang 曲依乡
'qu'yu'zhen 曲峪镇
'qu'yuan'guan'li'qu 屈原管理区
'qu'yuan'zhen 屈原镇
'qu'zhang'xiang 曲樟乡
'qu'zhou'shi 衢州市
'qu'zhou'xian 曲周县
'qu'zhou'zhen 曲周镇
'qu'zhuo'mu'xiang 曲卓木乡
'qu'zi'ci'zhen 屈子祠镇
'qu'zi'ka'xiang 曲孜卡乡
'qu'zi'xiang 渠子乡
'qu'zi'zhen 曲子镇
'quan'an'jie'dao 全安街道
'quan'an'zhen 全安镇
'quan'ba'xiang 泉坝乡
'quan'bo'zhen 泉波镇
'quan'cheng'lu'jie'dao 泉城路街道
'quan'cun'zhen 权村镇
'quan'de'zhen 全德镇
'quan'feng'zhen 全丰镇
'quan'fu'jie'dao 全福街道
'quan'fu'zhen 全福镇
'quan'gang'qu 泉港区
'quan'gang'zhen 泉港镇
'quan'gou'zhen 泉沟镇
'quan'he'jie'dao 泉河街道
'quan'he'pu'xiang 泉河铺乡
'quan'he'tou'zhen 泉河头镇
'quan'hu'xiang 泉湖乡
'quan'hu'zhen 泉湖镇
'quan'ji'xiang 权集乡
'quan'ji'xiang 泉吉乡
'quan'jia'wan'xiang 权家湾乡
'quan'jiang'zhen 泉江镇
'quan'jiao'he'zhen 泉交河镇
'quan'jiao'xian 全椒县
'quan'ju'yong'xiang 泉巨永乡
'quan'jun'xiang 全军乡
'quan'kou'jie'dao 泉口街道
'quan'kou'tu'jia'zu'xiang 泉口土家族乡
'quan'kou'zhen 泉口镇
'quan'li'xiang 圈里乡
'quan'lin'lin'chang 泉林林场
'quan'lin'zhen 泉林镇
'quan'ling'xiang 泉岭乡
'quan'long'xiang 圈龙乡
'quan'men'li'ju'wei'hui 圈门里居委会
'quan'min'xiang 全民乡
'quan'ming'zhen 全茗镇
'quan'nan'xian 全南县
'quan'nan'xian'gong'ye'yuan 全南县工业园
'quan'nei'xiang 圈内乡
'quan'nong'shan'zhen 劝农山镇
'quan'pu'zhen 拳铺镇
'quan'qiao'xiang 券桥乡
'quan'shan'jie'dao 泉山街道
'quan'shan'qu 泉山区
'quan'shan'zhen 泉山镇
'quan'shang'zhen 泉上镇
'quan'sheng'xiang 全胜乡
'quan'shi'lin'chang 泉石林场
'quan'shui'jie'dao 泉水街道
'quan'shui'tou'cun 泉水头村
'quan'shui'yu'cun 泉水峪村
'quan'shui'zhen 泉水镇
'quan'tai'zhen 泉太镇
'quan'tang'zhen 全塘镇
'quan'tang'zhen 泉塘镇
'quan'tou'man'zu'zhen 泉头满族镇
'quan'tou'xiang 圈头乡
'quan'wai'ju'wei'hui 圈外居委会
'quan'wang'zhen 全旺镇
'quan'xi'zhen 泉溪镇
'quan'xiu'jie'dao 泉秀街道
'quan'yan'ling'xiang 泉眼岭乡
'quan'yan'zhen 泉眼镇
'quan'yang'zhen 泉阳镇
'quan'ye'chang'jie'dao 劝业场街道
'quan'yuan'jie'dao 泉园街道
'quan'yuan'xiang 泉源乡
'quan'zhai'zhen 权寨镇
'quan'zhang'zhen 泉掌镇
'quan'zhou'shi 泉州市
'quan'zhou'shi'jing'ji'ji'shu'kai'fa'qu 泉州市经济技术开发区
'quan'zhou'xian 全州县
'quan'zhou'zhen 全州镇
'quan'zhuang'jie'dao 泉庄街道
'quan'zhuang'xiang 泉庄乡
'quan'zi'jie'zhen 泉子街镇
'que'bu'xiang 确布乡
'que'dian'xiang 阙店乡
'que'er'gou'zhen 雀尔沟镇
'que'er'shan'zhen 鹊儿山镇
'que'jia'zhen 阙家镇
'que'ren'xiang 雀仁乡
'que'shan'xian 确山县
'que'tang'zhen 雀塘镇
'qun'ba'ke'zhen 群巴克镇
'qun'de'xiang 群德乡
'qun'feng'xiang 群峰乡
'qun'feng'zhen 群丰镇
'qun'jia'zang'zu'xiang 群加藏族乡
'qun'ke'zhen 群科镇
'qun'le'xiang 群乐乡
'qun'li'xiang 群力乡
'qun'li'zhen 群利镇
'qun'li'zhen 群力镇
'qun'long'xiang 群龙乡
'qun'luan'jing'ying'suo 群峦经营所
'qun'shan'xiang 群山乡
'qun'sheng'xiang 群胜乡
'qun'ying'jie'dao 群英街道
'qun'ying'xiang 群英乡
'qun'zhong'lu'jie'dao 群众路街道
'ran'ba'xiang 然巴乡
'ran'chong'xiang 然充乡
'ran'deng'xiang 燃灯乡
'ran'dian'xiang 冉店乡
'ran'gu'zhen 冉堌镇
'ran'miao'xiang 冉庙乡
'ran'wu'xiang 然乌乡
'ran'wu'zhen 然乌镇
'ran'yi'zhen 冉义镇
'ran'zhuang'zhen 冉庄镇
'rang'dong'zhen 穰东镇
'rang'du'zhen 瀼渡镇
'rang'he'xiang 瀼河乡
'rang'hu'lu'qu 让胡路区
'rang'jia'xi'xiang 让家溪乡
'rang'ke'zhen 壤柯镇
'rang'kou'xiang 壤口乡
'rang'tang'xian 壤塘县
'rang'zi'zhen 让字镇
'rao'bu'zhen 饶埠镇
'rao'cun'xiang 饶村乡
'rao'er'zhen 绕二镇
'rao'feng'zhen 饶丰镇
'rao'feng'zhen 饶峰镇
'rao'he'nong'chang 饶河农场
'rao'he'xian 饶河县
'rao'he'zhen 饶河镇
'rao'jin'xiang 绕金乡
'rao'liang'zhen 饶良镇
'rao'lu'xiang 绕鲁乡
'rao'ping'xian 饶平县
'rao'shi'xiang 遶市乡
'rao'xi'xiang 饶溪乡
'rao'yang'dian'zhen 饶阳店镇
'rao'yang'he'zhen 绕阳河镇
'rao'yang'jie'dao 饶阳街道
'rao'yang'xian 饶阳县
'rao'yang'zhen 饶阳镇
'rao'yang'zhen 饶洋镇
'rao'yue'fu'cun 饶乐府村
'rao'zhou'jian'yu 饶洲监狱
're'bang'xiang 热帮乡
're'da'xiang 热打乡
're'dang'xiang 热当乡
're'er'xiang 热尔乡
're'he'lu'jie'dao 热河路街道
're'he'nan'lu'jie'dao 热河南路街道
're'he'xiang 热河乡
're'jia'xiang 热加乡
're'ke'jue'xiang 热柯觉乡
're'ke'yi'da'xiang 热柯依达乡
're'long'xiang 热龙乡
're'rong'xiang 热荣乡
're'sha'xiang 热莎乡
're'shi'zhen 热市镇
're'shui'de'qu 热水地区
're'shui'guo'ying'xu'mu'nong'chang 热水国营畜牧农场
're'shui'he'xiang 热水河乡
're'shui'tang'jie'dao 热水汤街道
're'shui'xiang 热水乡
're'shui'zhen 热水镇
're'si'wan'xiang 热寺湾乡
're'suo'xiang 热索乡
're'wa'xiang 热瓦乡
're'yu'xiang 热玉乡
're'zhe'zhen 热柘镇
'ren'ai'qu 仁爱区
'ren'ai'xiang 仁爱乡
'ren'bu'xian 仁布县
'ren'bu'xiang 仁布乡
'ren'chao'xi'xiang 人潮溪乡
'ren'cheng'qu 任城区
'ren'cheng'zhen 任城镇
'ren'chuan'zhen 仁川镇
'ren'cun'xiang 仁村乡
'ren'cun'xiang 任村乡
'ren'cun'zhen 任村镇
'ren'cun'zhen 稔村镇
'ren'da'fu'zhong'she'qu 人大附中社区
'ren'da'nan'she'qu 人大南社区
'ren'da'xiang 仁达乡
'ren'da'xiang 仁大乡
'ren'de'xiang 仁德乡
'ren'de'zhen 仁德镇
'ren'dian'zhen 任店镇
'ren'ding'hu'she'qu 人定湖社区
'ren'ding'hu'xi'li'she'qu 人定湖西里社区
'ren'dong'zhen 仁东镇
'ren'dui'xiang 仁堆乡
'ren'duo'xiang 仁多乡
'ren'feng'zhen 仁风镇
'ren'gang'jie'dao 任港街道
'ren'ge'zhuang'zhen 任各庄镇
'ren'gong'xiang 仁宫乡
'ren'gu'zhen 任固镇
'ren'guo'xiang 仁果乡
'ren'he'di'qu 仁和地区
'ren'he'ji'zhen 仁和集镇
'ren'he'jie'dao 人和街道
'ren'he'kou'xiang 仁河口乡
'ren'he'ping'zhen 仁和坪镇
'ren'he'qu 仁和区
'ren'he'xiang 人和乡
'ren'he'xiang 仁和乡
'ren'he'yi'zu'miao'zu'xiang 仁和彝族苗族乡
'ren'he'zhen 人和镇
'ren'he'zhen 仁和镇
'ren'hou'zhen 仁厚镇
'ren'hua'xian 仁化县
'ren'hua'zhen 仁化镇
'ren'huai'shi 仁怀市
'ren'ji'xiang 任集乡
'ren'jia'zhen 任家镇
'ren'ju'zhen 仁居镇
'ren'li'ji'zhen 仁里集镇
'ren'li'jie'dao 仁里街道
'ren'li'shui'zu'xiang 仁里水族乡
'ren'li'zhen 仁里镇
'ren'liu'xiang 任留乡
'ren'long'zhen 任隆镇
'ren'lou'jie'dao 任楼街道
'ren'mei'zhen 仁美镇
'ren'min'bei'lu'jie'dao 人民北路街道
'ren'min'da'xue'she'qu 人民大学社区
'ren'min'da'yuan'nong'chang 人民大垸农场
'ren'min'da'yuan'zhen 人民大垸镇
'ren'min'guang'chang'jie'dao 人民广场街道
'ren'min'jie'dao 人民街道
'ren'min'jie'fang'jun'liu'si'liu'san'yi'bu'dui'nong'chang 人民解放军六四六三一部队农场
'ren'min'jie'fang'jun'wu'si'liu'san'wu'bu'dui'nong'chang 人民解放军五四六三五部队农场
'ren'min'jie'jie'dao 人民街街道
'ren'min'lu'jie'dao 人民路街道
'ren'min'ri'bao'she'qu 人民日报社区
'ren'min'zhen 任民镇
'ren'qiao'zhen 任桥镇
'ren'qin'ze'xiang 仁钦则乡
'ren'qiu'lu'jie'dao 任丘路街道
'ren'qiu'shi 任丘市
'ren'rang'li'xiang 仁让里乡
'ren'sha'xiang 仁沙乡
'ren'shan'zhen 稔山镇
'ren'shi'zhen 任市镇
'ren'shou'xian 仁寿县
'ren'shou'zhen 仁首镇
'ren'shou'zhen 仁寿镇
'ren'shui'xiang 忍水乡
'ren'tian'zhen 壬田镇
'ren'tian'zhen 稔田镇
'ren'wan'zhen 仁湾镇
'ren'wei'jie'dao 任圩街道
'ren'wu'xiang 仁武乡
'ren'xian 任县
'ren'xian'zhen 仁贤镇
'ren'xin'zhuang'cun 任辛庄村
'ren'xing'jie'dao 仁兴街道
'ren'xing'zhen 仁兴镇
'ren'yi'xiang 仁义乡
'ren'yi'zhen 仁义镇
'ren'ying'cun 任营村
'ren'zhai'xiang 任寨乡
'ren'zhao'zhen 仁兆镇
'ren'zhuang'cun 任庄村
'ren'zhuang'xiang 壬庄乡
'ren'zhuang'zhen 仁庄镇
'ri'bu'xiang 日部乡
'ri'dang'zhen 日当镇
'ri'dong'xiang 日东乡
'ri'er'xiang 日尔乡
'ri'feng'zhen 日峰镇
'ri'ha'xiang 日哈乡
'ri'ka'ze'di'qu 日喀则地区
'ri'ka'ze'shi 日喀则市
'ri'lang'xiang 日朗乡
'ri'long'xiang 日龙乡
'ri'long'zhen 日隆镇
'ri'song'xiang 日松乡
'ri'tong'xiang 日通乡
'ri'tu'xian 日土县
'ri'tu'zhen 日土镇
'ri'wu'qi'xiang 日吾其乡
'ri'wu'zhen 日屋镇
'ri'xi'xiang 日溪乡
'ri'xin'jie'dao 日新街道
'ri'xin'lin'chang 日新林场
'ri'xing'xiang 日星乡
'ri'xing'zhen 日兴镇
'ri'yue'zang'zu'xiang 日月藏族乡
'ri'zhao'jie'dao 日照街道
'ri'zhao'shi 日照市
'ri'zhuang'zhen 日庄镇
'rong'an'jie'dao 荣安街道
'rong'an'xian 融安县
'rong'an'xiang 茸安乡
'rong'ba'xiang 绒坝乡
'rong'bang'xiang 荣邦乡
'rong'bian'zhen 荣边镇
'rong'bu'zhen 荣布镇
'rong'chang'xian 荣昌县
'rong'cheng'qu 榕城区
'rong'cheng'shi 荣成市
'rong'cheng'xian 容城县
'rong'cheng'zhen 蓉城镇
'rong'cheng'zhen 容城镇
'rong'ding'zhen 荣丁镇
'rong'dong'jie'dao 榕东街道
'rong'du'zhen 冗渡镇
'rong'duo'xiang 绒多乡
'rong'gai'xiang 绒盖乡
'rong'ge'zhuang'cun 荣各庄村
'rong'guang'jie'dao 荣光街道
'rong'guang'xiang 容光乡
'rong'gui'jie'dao 容桂街道
'rong'he'zhen 荣河镇
'rong'hua'jie'dao 荣华街道
'rong'hua'jie'dao 榕华街道
'rong'hua'jie'jie'dao 荣华街街道
'rong'hua'shan'zhen 蓉花山镇
'rong'hua'xiang 荣华乡
'rong'huan'zhen 荣桓镇
'rong'jia'wan'zhen 荣家湾镇
'rong'jiang'jie'dao 蓉江街道
'rong'jiang'xian 榕江县
'rong'jiang'xiang 溶江乡
'rong'jiang'zhen 荣将镇
'rong'jiang'zhen 溶江镇
'rong'jun'jie'dao 荣军街道
'rong'jun'nong'chang 荣军农场
'rong'kou'xiang 溶口乡
'rong'lao'xiang 荣劳乡
'rong'long'zhen 荣隆镇
'rong'ma'xiang 荣玛乡
'rong'mei'zhen 容美镇
'rong'mu'da'xiang 茸木达乡
'rong'shan'ken'zhi'chang 荣山垦殖场
'rong'shan'zhen 荣山镇
'rong'shan'zhen 榕山镇
'rong'shi'jie'dao 荣市街道
'rong'shui'miao'zu'zi'zhi'xian 融水苗族自治县
'rong'shui'zhen 融水镇
'rong'tang'zhen 荣塘镇
'rong'xi'xiang 容西乡
'rong'xi'zhen 溶溪镇
'rong'xia'xiang 绒辖乡
'rong'xian 荣县
'rong'xian 容县
'rong'xiang 绒乡
'rong'xiang'jie'dao 荣巷街道
'rong'xiao'lu'jie'dao 荣校路街道
'rong'xing'chao'xian'zu'xiang 荣兴朝鲜族乡
'rong'you'xiang 榕右乡
'rong'zhou'xiang 荣周乡
'rong'zhou'zhen 容州镇
'rou'gu'xiang 揉谷乡
'rou'yuan'jie'dao 柔远街道
'rou'yuan'zhen 柔远镇
'ru'ao'zhen 儒岙镇
'ru'cheng'xian 汝城县
'ru'cheng'zhen 乳城镇
'ru'cheng'zhen 如城镇
'ru'cun'xiang 茹村乡
'ru'dong'xian 如东县
'ru'dong'xian'jing'ji'kai'fa'qu 如东县经济开发区
'ru'dong'xiang 如东乡
'ru'dong'zhen 儒洞镇
'ru'duo'xiang 如多乡
'ru'gao'gang'kai'fa'qu 如皋港开发区
'ru'gao'shi 如皋市
'ru'gao'shi'can'zhong'chang 如皋市蚕种场
'ru'gao'shi'jiang'bin'yi'yuan 如皋市江滨医院
'ru'gao'shi'jing'ji'kai'fa'qu 如皋市经济开发区
'ru'gao'shi'jiu'hua'shui'chan'yang'zhi'chang 如皋市九华水产养殖场
'ru'gao'shi'liang'zhong'chang 如皋市良种场
'ru'gao'shi'mian'hua'yuan'zhong'chang 如皋市棉花原种场
'ru'gao'shi'nong'ke'suo 如皋市农科所
'ru'gao'shi'zhong'xin'sha'shui'chan'yang'zhi'chang 如皋市中心沙水产养殖场
'ru'gao'shi'zhong'zhu'chang 如皋市种猪场
'ru'he'lu'jie'dao 汝河路街道
'ru'he'zhen 茹荷镇
'ru'hu'zhen 汝湖镇
'ru'ji'zhen 汝集镇
'ru'jiao'xiang 如角乡
'ru'lin'cun 儒林村
'ru'lin'zhen 儒林镇
'ru'long'zhen 茹龙镇
'ru'mei'zhen 如美镇
'ru'nan'bu'zhen 汝南埠镇
'ru'nan'jie'dao 汝南街道
'ru'nan'xian 汝南县
'ru'ning'zhen 汝宁镇
'ru'sha'xiang 如沙乡
'ru'shan'kou'zhen 乳山口镇
'ru'shan'shi 乳山市
'ru'shan'zhai'zhen 乳山寨镇
'ru'xi'zhen 儒溪镇
'ru'xi'zhen 汝溪镇
'ru'yang'xian 汝阳县
'ru'yi'xiang 如意乡
'ru'yi'yuan'ju'wei'hui 如意园居委会
'ru'yi'zhen 如意镇
'ru'yuan'yao'zu'zi'zhi'xian 乳源瑶族自治县
'ru'zhou'shi 汝州市
'ruan'jian'she'qu 软件社区
'ruan'qiao'xiang 阮桥乡
'ruan'qiao'zhen 阮桥镇
'ruan'shi'zhen 阮市镇
'rui'an'jing'ji'kai'fa'qu 瑞安经济开发区
'rui'an'shi 瑞安市
'rui'bao'jie'dao 瑞宝街道
'rui'chang'lu'jie'dao 瑞昌路街道
'rui'chang'shi 瑞昌市
'rui'cheng'xian 芮城县
'rui'da'she'qu 瑞达社区
'rui'fang'zhen 瑞芳镇
'rui'feng'xiang 汭丰乡
'rui'feng'zhen 瑞峰镇
'rui'guang'jie'dao 瑞光街道
'rui'he'zhuang'er'cun 瑞合庄二村
'rui'he'zhuang'yi'cun 瑞合庄一村
'rui'hong'zhen 瑞洪镇
'rui'jin'er'lu'jie'dao 瑞金二路街道
'rui'jin'lu'jie'dao 瑞金路街道
'rui'jin'shi 瑞金市
'rui'li'shi 瑞丽市
'rui'li'shi'bian'jing'jing'ji'he'zuo'qu 瑞丽市边境经济合作区
'rui'li'shi'jie'gao'bian'jing'mao'yi'qu 瑞丽市姐告边境贸易区
'rui'lin'zhen 瑞林镇
'rui'sui'xiang 瑞穗乡
'rui'ta'pu'zhen 瑞塔铺镇
'rui'ting'xiang 瑞廷乡
'rui'xi'zhen 瑞溪镇
'rui'yun'guan'xiang 瑞云观乡
'rui'yun'xiang 瑞云乡
'rui'zhou'jie'dao 瑞州街道
'run'cheng'zhen 润城镇
'run'he'zhen 润河镇
'run'jin'xiang 润津乡
'run'xi'she'qu 润溪社区
'run'xi'xiang 润溪乡
'run'ya'xiang 润雅乡
'run'zhen 润镇
'run'zhou'qu 润州区
'ruo'ba'xiang 若巴乡
'ruo'da'xiang 若达乡
'ruo'er'gai'xian 若尔盖县
'ruo'heng'zhen 箬横镇
'ruo'ke'ya'xiang 若克雅乡
'ruo'keng'xiang 箬坑乡
'ruo'li'xiang 若笠乡
'ruo'qiang'xian 若羌县
'ruo'qiang'zhen 若羌镇
'ruo'shui'zhen 若水镇
'ruo'yang'xiang 箬阳乡
'sa'di'ke'yu'zi'xiang 萨地克于孜乡
'sa'er'bu'la'ke'xiang 萨尔布拉克乡
'sa'er'bu'la'ke'zhen 萨尔布拉克镇
'sa'er'da'ban'xiang 萨尔达坂乡
'sa'er'hu'song'xiang 萨尔胡松乡
'sa'er'kuo'bu'mu'chang 萨尔阔布牧场
'sa'er'kuo'bu'xiang 萨尔阔布乡
'sa'er'qiao'ke'mu'chang 萨尔乔克牧场
'sa'er'qiao'ke'xiang 萨尔乔克乡
'sa'er'ta'mu'xiang 萨尔塔木乡
'sa'er'tu'jie'dao 萨尔图街道
'sa'er'tu'qu 萨尔图区
'sa'er'tuo'hai'xiang 萨尔托海乡
'sa'er'xiang 萨尔乡
'sa'er'ye'mu'le'mu'chang 萨尔也木勒牧场
'sa'ga'xian 萨嘎县
'sa'han'xiang 萨罕乡
'sa'he'qiao'zhen 洒河桥镇
'sa'hu'teng'zhen 萨呼腾镇
'sa'ji'zhen 洒基镇
'sa'jia'xian 萨迦县
'sa'jia'zhen 萨迦镇
'sa'ku'xiang 洒库乡
'sa'la'di'po'xiang 洒拉地坡乡
'sa'la'qi'zhen 萨拉齐镇
'sa'la'xi'zhen 撒拉溪镇
'sa'le'wu'ze'ke'xiang 萨勒吾则克乡
'sa'li'ba'xiang 萨力巴乡
'sa'lian'zhen 撒莲镇
'sa'ma'jie'e'wen'ke'min'zu'xiang 萨马街鄂温克民族乡
'sa'mai'su'mu 萨麦苏木
'sa'mu'yu'zi'xiang 萨木于孜乡
'sa'ping'xiang 洒坪乡
'sa'pu'zhen 卅铺镇
'sa'rang'xiang 萨让乡
